transaction_id,transaction_date,customer_id,product,quantity,price,region,payment_method
c8ad3e5c-e88e-4560-a5c7-417c6e904229,2024-09-27,CUST1182,Mouse,1,1932.71,Central,Credit Card
72e88ae5-33d4-4635-87e7-6ff86f419a64,2024-04-03,CUST7794,Keyboard,7,416.66,West,Credit Card
879e5f3b-fcf5-4beb-8a17-9a9ec785191d,2024-10-20,CUST7126,,-1,invalid,North,Credit Card
9d3e9e27-db24-4f85-977c-2448a87097eb,2024-02-27,CUST8966,Tablet,8,1912.82,West,PayPal
066dfd92-95f1-444e-b21a-6d2b5775c25a,2024-01-17,CUST7479,Monitor,5,219.61,Central,PayPal
9fbc25e2-fcff-499c-82d4-4783ef6fd1e3,2024-04-13,CUST6315,Speaker,3,1301.89,East,Credit Card
311a97e9-4170-4727-b5ca-dfda917059f0,2024-07-14,CUST8717,Keyboard,6,343.81,South,Cash
c13847e3-287f-4013-8d79-7e564decfc3b,2024-03-04,CUST3634,Speaker,3,16.24,Central,Cash
423cabef-6da4-4882-8963-80e799626a32,2024-09-01,CUST9742,Mouse,4,438.77,South,PayPal
1516d78e-32fe-4d25-a852-664bc2c203f9,2024-04-22,CUST2998,Monitor,8,932.28,West,Debit Card
16bdebbb-7b1e-4bc7-beea-909f41e02500,2024-08-30,CUST6747,Mouse,6,449.63,East,Credit Card
2617cdbb-e052-44fa-b04c-c02ff667d6bd,2024-09-02,CUST9905,Monitor,1,368.74,Central,Debit Card
ff57562e-4b78-43d7-b85c-909525ca727d,2024-01-25,CUST6086,Keyboard,5,854.83,Central,Credit Card
1f08b9c3-a2fa-4895-87ca-24387286262b,2024-06-17,CUST8127,Laptop,10,854.94,South,PayPal
b4d9384b-dbf1-4118-94c3-276f6ae0456c,2024-08-08,CUST1272,Mouse,5,1332.52,East,Credit Card
bb0fe307-e2c8-4250-bd63-5133d7b6d197,2024-06-03,CUST2407,Keyboard,7,572.86,Central,Debit Card
15d78f1b-8a30-4371-a8db-9ddb91270120,2024-08-02,CUST1079,Speaker,1,539.83,East,PayPal
4a3c9202-4dac-4b6c-beac-978d6c5513ab,2024-07-31,CUST9111,Monitor,1,1547.57,Central,Cash
e83e4e75-f01f-4187-a1d0-1ac9be8ea6fc,2024-07-19,CUST7918,Headphones,8,1335.72,South,Credit Card
6ad2fc50-3c01-4e17-be2c-fb987f40803e,2024-09-04,CUST6116,Phone,9,720.02,South,Credit Card
01d8f65d-c9b6-4897-a548-b78e7200dd19,2024-03-20,CUST9179,,-1,invalid,West,Debit Card
92eff799-92ba-4d86-894c-9b77e84e21fd,2024-04-21,CUST9344,Mouse,1,425.26,East,Debit Card
7615c5a9-d971-4d3f-9b9a-69049fee4d99,2024-03-14,CUST8222,Charger,6,474.73,East,PayPal
e8e00dbd-410f-4dd1-b832-7efef13cad4c,2024-07-09,CUST6758,Laptop,8,1152.42,Central,Credit Card
4ec4566b-d2b8-48f0-b702-e042ea4a2482,2024-03-03,CUST2435,Laptop,10,1962.87,Central,Credit Card
6ae6d914-be6c-4a8c-b292-e545c6fdcac7,2024-04-15,CUST1549,Headphones,8,882.85,West,Cash
803b0517-5db3-45b8-bafa-3f76cdc86811,2024-04-18,CUST8307,Charger,2,469.15,East,Credit Card
34457611-3afe-422a-8f98-136fb53304c5,2024-06-19,CUST4791,Mouse,1,1365.87,North,Debit Card
867d2f1e-e9ed-4348-971d-ff20d7f7b685,2024-05-25,CUST9160,Tablet,9,708.39,North,Credit Card
b02f9c1d-ac14-495c-b73d-2819f5657b77,2024-09-21,CUST8792,Tablet,7,1865.91,South,Debit Card
8818f38b-992a-4502-bacc-6aff869eb840,2024-07-29,CUST6173,Mouse,8,1257.1,East,Debit Card
d1dc2bb9-88f0-4696-b557-804b94afd2d5,2024-10-17,CUST3368,Phone,10,175.75,Central,Cash
a47384a5-c7e8-4643-8891-fb5fc485c81f,2024-06-08,CUST5981,Keyboard,8,511.1,Central,Credit Card
2bc51d57-dac2-484e-992b-cabe40447664,2024-09-27,CUST9146,Speaker,7,397.9,West,PayPal
fb0f2d17-f8be-464e-8020-c631ff8d7ae5,2024-09-12,CUST7700,Mouse,4,1984.94,South,PayPal
9f1b6527-318b-412d-86c5-6370655863dc,2024-10-18,CUST6294,Webcam,8,972.61,North,PayPal
fd8d79a3-7de1-476a-9638-0596d6f36336,2024-01-14,CUST3002,Phone,4,737.64,East,PayPal
4ce57cf4-a28f-492d-acf9-0a7c770d074c,2024-05-19,CUST3290,Monitor,4,937.19,East,Credit Card
a31e04d3-d7b5-4a23-8e98-23540eb8c7cc,2024-09-04,CUST3287,Charger,2,1962.44,East,PayPal
7e8460ad-8f6d-4e4c-afae-2420c8d944c4,2024-02-18,CUST9110,Laptop,10,735.59,South,Debit Card
34322852-7f70-469c-95b4-85e4471b8c11,2024-02-03,CUST1462,Charger,8,358.73,West,Debit Card
23157c40-a2ca-42f4-bd4a-ef7beccf844a,2024-03-17,CUST5699,Laptop,4,1388.09,Central,PayPal
928f128f-c4b0-47c1-8a2e-2cde723e56c3,2024-04-04,CUST8662,,-1,invalid,North,Debit Card
96b6adba-6394-481a-b5aa-9f94e7ebb201,2024-08-17,CUST4035,Keyboard,10,1868.49,North,Debit Card
dbd3e759-ec1f-4baa-8c9a-f7ea8cb36937,2024-06-22,CUST7486,Charger,3,1274.79,North,Credit Card
69ee20f4-a6bf-4ee2-bb5d-122b49f131cf,2024-06-09,CUST2664,Headphones,1,1175.34,East,Cash
34e896d3-f4ec-4124-82c0-4e6948e0f5f2,2024-03-28,CUST4331,Laptop,9,1579.12,Central,Debit Card
38d6aacf-cfe1-4bfd-9b8c-0e8732099a5d,2024-02-04,CUST9941,Laptop,8,1516.55,South,Cash
faace401-8a02-41d8-91dc-7deb544adbf5,2024-05-31,CUST1866,Speaker,6,464.8,South,Debit Card
924cee21-ee2b-4f65-aaa8-58c4e84d59b3,2024-03-12,CUST3620,Charger,8,831.72,West,PayPal
52671230-4dd9-4226-b4dc-fdc62e0f7285,2024-03-04,CUST9391,Monitor,5,1468.23,South,PayPal
68fbce36-b1d3-4251-be01-38a1835238ad,2024-02-14,CUST1192,Mouse,6,829.91,South,Cash
c6d31cf7-313d-4e55-9858-f61ad6697bf9,2024-07-04,CUST4074,Phone,3,488.95,South,Credit Card
407d63be-3b6b-4398-a303-dd14669e1476,2024-04-24,CUST9929,Mouse,7,1005.78,Central,PayPal
75b67970-9701-4dc8-90e2-e69a49582ff4,2024-07-15,CUST2329,Laptop,4,1898.9,East,Debit Card
792b7b9e-9c17-4c1d-873e-a156005d0655,2024-08-05,CUST6341,Tablet,7,796.52,West,Cash
388de896-606a-48d6-8e89-6083051128ca,2024-03-06,CUST8595,Keyboard,2,1151.44,North,Credit Card
3e8b0283-b7ac-4414-a5fc-adc021af338e,2024-06-30,CUST8664,Phone,5,1569.34,East,PayPal
3d92af06-5f52-4b13-bf7e-8307e1266278,2024-06-23,CUST5411,Keyboard,3,976.16,North,Cash
df26783b-718a-4f01-a9cc-8ee7a06bff3b,2024-02-18,CUST2156,Speaker,10,920.34,Central,PayPal
27d3d314-10ae-451e-b9e3-90cb95b5fc4c,2024-03-24,CUST8703,Phone,2,1028.71,Central,Credit Card
cf9adfeb-74d4-4771-9e40-9cbe325382bf,2024-07-16,CUST6772,Headphones,1,433.36,North,Debit Card
7a4e98f0-672e-4b41-aec6-f60262a76681,2024-08-19,CUST1069,Headphones,6,725.07,East,PayPal
473ab224-7fab-4de5-90a8-aa95eaa37894,2024-05-08,CUST8270,Tablet,10,522.7,Central,Credit Card
ab857b7e-1e04-4f3a-8bfe-0d9929b588fe,2024-06-01,CUST2609,Charger,8,780.3,East,Cash
039e4a46-ae71-4168-ab06-3c7945071c25,2024-02-24,CUST9201,Webcam,9,1477.41,South,Cash
87f87ab0-3145-438f-b15c-2799eef4fb68,2024-03-10,CUST8072,Charger,6,570.12,East,Cash
9a88b8b5-c769-40b9-84a6-32d4c2f74d2d,2024-08-07,CUST8310,Monitor,1,585.25,West,Cash
98e2a0b4-5537-4b3d-a4c4-51da5974b2aa,2024-03-26,CUST1431,Mouse,2,1905.05,South,Cash
ae890ab7-2c2a-4d16-abd6-aa558ccad44c,2024-05-24,CUST9293,Webcam,3,161.37,Central,Cash
f0c1bcf8-f7e3-44ec-a1a1-7fab1cb4db3e,2024-07-22,CUST3093,Laptop,1,1012.37,South,PayPal
8d9375e9-3af9-4080-9972-8e647045efa7,2024-03-13,CUST2220,Laptop,6,348.15,East,Cash
916b9c50-766e-4bde-8895-fe7797d19b08,2024-02-01,CUST8944,Tablet,8,283.53,North,Cash
6e2c641e-e2fd-40ba-9f6a-78349809de06,2024-03-25,CUST2413,Mouse,5,1480.67,South,Debit Card
2a23a2b0-99fd-494d-b9bd-00adf129a105,2024-07-15,CUST1993,Charger,10,1449.98,West,PayPal
31d60e2e-3ef3-4451-a5a9-15aa485dbcc9,2024-10-20,CUST7791,Laptop,10,791.1,West,Debit Card
30745330-491f-4c34-a66d-a88f35e4f0ca,2024-04-10,CUST6030,Webcam,9,248.49,North,Cash
00b79096-f2e7-4715-8f4f-eefb72644255,2024-10-22,CUST4548,Laptop,7,62.21,North,Debit Card
c3569ddf-7681-43ac-b5d2-39cffc4d45d1,2024-09-13,CUST4832,Monitor,10,1120.35,North,PayPal
6693ae5f-3522-4175-b3c9-aedb0e0bb273,2024-04-17,CUST6666,Mouse,9,928.0,Central,PayPal
f01f10a0-a191-4e1b-b1cf-c5d30dfdb05a,2024-05-05,CUST4389,Monitor,1,264.63,South,Debit Card
dbf6d043-c25a-45a1-8e73-ba97ef395c5a,2024-07-29,CUST3992,Mouse,1,1029.78,South,Debit Card
7d3b7dba-78a2-4282-b7b2-5c8c5d1bac27,2024-02-14,CUST1127,Tablet,3,1048.0,Central,Credit Card
581a5d9a-b8d3-4f48-88ca-aa688b375cd0,2024-10-23,CUST8258,Monitor,6,139.92,West,Debit Card
887bbf85-b0aa-46f5-892f-1ac64c0925e5,2024-09-05,CUST6497,Tablet,2,325.34,South,Credit Card
82b56104-caa3-4615-b49c-a9abaa439f81,2024-09-11,CUST8514,Speaker,8,1855.84,Central,Debit Card
f7d2ae23-5573-4138-ad2e-b94bb6703fde,2024-06-15,CUST3265,Tablet,6,1550.27,West,Debit Card
20b4b79e-3b9b-46e8-a6cc-86cc9243f887,2024-08-30,CUST5197,Charger,1,193.76,North,Credit Card
2c272073-ac9f-4680-9edb-47b4228bd1d2,2024-05-19,CUST8053,,-1,invalid,West,PayPal
7b48af65-c24d-4850-9baf-04fea6bf25e9,2024-01-17,CUST3292,Headphones,5,819.88,South,PayPal
3699d3b7-0539-441d-9529-cd67875cd1ed,2024-05-21,CUST6377,Speaker,7,476.92,West,PayPal
5bc50fd4-28da-4a49-9608-316cd20f1c9c,2024-06-30,CUST1783,Speaker,10,1304.22,East,Debit Card
8752073c-0e41-44ce-83aa-22c55c60970a,2024-08-31,CUST3760,Monitor,8,353.7,East,Credit Card
6f785aca-5417-4c5e-b05a-6144f472feb7,2024-06-28,CUST4603,Monitor,1,1234.75,Central,Cash
7e365967-d146-4d39-8c13-598223d7d695,2024-08-05,CUST9570,Monitor,8,402.07,Central,Credit Card
836e2459-cfa7-4ff0-abc0-f153add0147a,2024-10-09,CUST6500,Tablet,7,264.67,North,Debit Card
e2eebdaf-1a4b-48ff-93e9-79a02375ccf5,2024-05-08,CUST9080,Laptop,6,1876.1,West,PayPal
5aa28112-8fb4-48c2-b2bf-f1c28d323c9e,2024-02-12,CUST7255,Webcam,6,1970.75,East,Debit Card
dbef8601-f281-4926-8483-5f8e46bcb953,2024-01-17,CUST8950,Phone,4,1225.71,South,Credit Card
fc490480-05e9-4c08-b3f5-dc86025f481f,2024-03-24,CUST2068,Keyboard,5,1475.47,East,PayPal
bea67046-8585-4f34-8502-fbe0ddcc230b,2024-05-05,CUST8701,Charger,4,1860.39,West,Credit Card
ff149610-cc23-4d4b-ba63-b9edb15dd3da,2024-04-21,CUST3313,Webcam,3,1278.8,West,Cash
4fc2e5c9-3ac0-4311-ba05-525c34221803,2024-06-28,CUST2090,Keyboard,1,10.39,West,Credit Card
025d014c-137e-4212-8d66-42ba7c50de37,2024-08-06,CUST2971,Monitor,7,596.35,South,PayPal
be2f45a5-8913-481c-a21c-a23fea3dfd22,2024-04-11,CUST7496,Laptop,4,588.99,West,Cash
2e07dea4-f93b-4697-a9c6-c8b7236476ea,2024-02-03,CUST7045,Webcam,4,1936.32,West,Debit Card
73f7ca62-3c2e-49ce-a9a8-6e98960ae91d,2024-05-18,CUST9934,Webcam,2,1266.83,West,PayPal
cfe93d79-37ab-4d8f-ae52-fb51d16c5290,2024-10-08,CUST2186,Charger,7,945.5,North,Credit Card
703c62fb-f689-49de-bab2-2e6dec6086c1,2024-07-20,CUST3439,Keyboard,7,1952.48,Central,PayPal
3bbb1413-d40c-4122-8485-e85d18fd852e,2024-09-16,CUST1853,Webcam,4,773.04,Central,Debit Card
90a1b351-7f92-4afc-91ee-d722f8be924c,2024-02-15,CUST8059,,-1,invalid,Central,Cash
198b29ee-cf96-4cd2-94cd-da48c3e59428,2024-10-26,CUST4466,Phone,5,1993.97,East,Debit Card
2210e638-de41-41d4-894a-96ae39e2280a,2024-07-31,CUST4439,Keyboard,4,1103.63,South,Credit Card
8a9d2cbf-f90e-4d9b-ae3d-6d3ff381ff43,2024-10-11,CUST6422,Phone,3,665.5,Central,Debit Card
7c625bc2-b325-498b-8e8c-04943232fedf,2024-08-19,CUST9498,Tablet,4,209.1,Central,Debit Card
44cc5867-5350-4bff-bf6e-ae3fca0f4292,2024-10-05,CUST7617,,-1,invalid,South,Credit Card
f131b3a7-052e-4991-ab70-5bd96950f2ab,2024-01-20,CUST6817,Keyboard,10,780.86,South,Debit Card
e20e67e1-2a87-4a90-8416-6d18d3ff2046,2024-06-12,CUST9130,Speaker,1,987.15,South,Debit Card
549accec-d876-49fd-9430-025edda4d7f0,2024-05-11,CUST7835,Monitor,8,884.48,East,PayPal
7701e915-dd87-4171-bac5-2ce0ef2e46b1,2024-06-27,CUST1788,Speaker,8,718.82,North,Debit Card
c0ace53c-3277-4347-935e-38918f2a00a8,2024-07-08,CUST7411,Laptop,7,252.41,South,Debit Card
05e3b680-8374-4bf7-9b84-cd4a061de24a,2024-07-05,CUST2103,,-1,invalid,West,PayPal
095e569b-511d-48ee-bd37-f90506dfd99d,2024-10-26,CUST9868,Tablet,3,31.8,West,Debit Card
1c2ce675-9258-4a96-9b48-cd57a739abec,2024-05-14,CUST1138,Phone,9,953.53,North,Cash
28ac02f0-a5ef-438a-9607-77b0cfa28167,2024-06-12,CUST1943,Webcam,5,711.49,East,Credit Card
ca257f75-2d9c-4478-959f-5308ddc8a1bc,2024-01-04,CUST8247,Charger,7,1150.71,West,Cash
c438591a-49e1-448b-88ea-6b9fc4869be8,2024-06-27,CUST3103,Laptop,8,1574.49,East,Cash
255d29a2-c00c-47db-97bf-6796a79a8eb7,2024-08-18,CUST9027,Speaker,5,1603.55,South,PayPal
6b2f0fda-ce5e-4537-a807-3294ec6fc03d,2024-05-23,CUST5013,Keyboard,7,1499.25,East,PayPal
6a0e044e-0302-44f8-874a-707d21c29f4e,2024-08-05,CUST9782,Webcam,5,1488.9,Central,PayPal
d310415e-b8a8-4346-9711-f1becac79397,2024-10-22,CUST4091,Charger,5,353.04,East,Debit Card
7b82f464-4bca-417f-b937-836adb3ba2b1,2024-01-20,CUST6372,Keyboard,9,1587.6,West,Debit Card
6442b9ea-c145-4aa7-8d8f-75a31470f188,2024-09-21,CUST8366,Monitor,8,647.26,Central,PayPal
24f5c38e-042c-4b5b-8b90-cdcf3a78c816,2024-01-20,CUST4458,Headphones,6,540.86,Central,Credit Card
c8115671-1bb7-492e-9c29-f219a529a299,2024-03-15,CUST8671,Webcam,6,869.69,East,Debit Card
417597ef-7c16-464a-9d0e-2cab2ab904ef,2024-02-16,CUST6715,Headphones,1,490.6,North,Debit Card
62b50d66-9804-43b6-a814-8937f4d0a254,2024-10-27,CUST8712,Webcam,8,151.27,South,PayPal
6dde9582-78cb-4d3e-aa9f-0f7cf9f5be7d,2024-01-14,CUST9151,Webcam,10,222.35,South,Cash
8af2d70e-9ae0-4c8d-97c1-56455ae834e4,2024-10-06,CUST4455,,-1,invalid,Central,Credit Card
8dcdcde4-6127-4c86-84e1-b6e262122ec3,2024-09-30,CUST9415,Charger,5,1398.58,Central,PayPal
563a3f08-2c67-4a53-a617-0f5cf6598a0d,2024-08-21,CUST8265,Laptop,6,583.46,Central,PayPal
e6d3df43-9235-4f5b-a078-bb69be24b8cb,2024-09-06,CUST3546,Speaker,5,623.64,Central,PayPal
b81f6a91-0a3d-4a28-b5d5-f01ab49db671,2024-03-27,CUST3104,Headphones,5,188.3,Central,Cash
eb4557b8-4cf2-407d-bd8e-ae4b382a18d9,2024-10-25,CUST1497,Keyboard,7,11.75,South,Cash
d948ca8d-4a59-4e1f-9c18-e13c4bb50fb4,2024-01-14,CUST4148,Tablet,1,745.32,North,PayPal
10d80d06-d4ee-4a5b-b05b-ab4f607b024b,2024-03-15,CUST9832,Headphones,5,639.94,Central,Debit Card
c94ec106-5bd4-4de0-80fc-510c627122f6,2024-01-02,CUST7420,Tablet,9,1647.37,South,PayPal
57393092-4fe7-42e8-b88d-b9edabfbb434,2024-09-05,CUST8675,Phone,7,324.73,Central,Debit Card
c9a3f2f5-de8f-4e18-a924-1b321927177e,2024-09-13,CUST6596,Charger,2,723.48,South,Credit Card
5f3a679b-1a8f-470b-b200-5d7af95e8b35,2024-10-13,CUST4635,Monitor,4,745.79,Central,Cash
d5176f80-3372-4e84-a625-6560c7a05a80,2024-03-01,CUST1467,Tablet,7,1042.28,West,Cash
1eb51bf5-a69c-4180-b571-31c44100508c,2024-05-21,CUST9235,Mouse,9,677.47,North,PayPal
085a9544-35b1-4cef-bbf4-5dc48c4f6187,2024-04-29,CUST6525,Speaker,5,1801.86,South,Debit Card
b13201e8-0097-436e-946e-20327f09a385,2024-05-21,CUST7364,Mouse,4,1407.07,Central,Debit Card
92a94545-9d5a-45b6-ba20-5bf23dc4f0b9,2024-03-20,CUST2726,Charger,8,1408.02,South,PayPal
49a05d26-db3b-4baf-bb01-05b226f9aa71,2024-04-01,CUST8115,Webcam,10,1821.48,East,Debit Card
a6092611-1f16-473c-8112-6acebc08c04e,2024-06-20,CUST5527,Monitor,1,1017.33,South,Credit Card
ace477c6-1182-4182-82ac-00663ea8fe97,2024-04-26,CUST8878,Keyboard,7,186.47,Central,Debit Card
94635921-d532-4a9c-8d92-08481c3faa66,2024-08-22,CUST5708,Webcam,6,25.6,East,Cash
6c20a964-c288-4a15-8194-ec8ed5d3f82c,2024-01-16,CUST1085,Mouse,4,747.31,West,Cash
e88a2e77-507d-4901-b152-770403bd4532,2024-01-03,CUST9364,Mouse,2,1013.78,Central,PayPal
09511ff6-1201-4f75-a599-5e2c6416e0fe,2024-02-10,CUST4190,Keyboard,2,1216.51,Central,PayPal
35849b4b-07b0-4684-92da-145e791d2c0b,2024-09-30,CUST7164,Tablet,10,1911.65,Central,PayPal
64dbf4d2-6937-436b-b7b4-ea630cb70132,2024-07-20,CUST5132,Charger,4,138.45,South,PayPal
a494baf5-0529-4491-b1ef-0f4f1f51c6da,2024-01-16,CUST1283,Headphones,2,1992.31,Central,PayPal
93ae6b76-2586-486b-aafe-d6af971490ce,2024-02-24,CUST7367,Headphones,9,685.89,South,PayPal
494f1502-2ebe-4431-8c31-568bd64400fe,2024-09-19,CUST9937,Webcam,1,1016.57,North,Credit Card
52464abb-8cd1-4ddf-a240-3748444ed819,2024-01-13,CUST6574,Webcam,6,532.59,North,Credit Card
10b40416-bf75-4191-b33e-eccfa7bb84ef,2024-06-13,CUST2331,Speaker,6,376.09,East,Credit Card
a8d8cfe2-4819-4c59-9636-643ed83fc464,2024-03-09,CUST5022,Monitor,2,1203.96,East,Credit Card
4923699f-b40f-4fc5-94ad-366aeda160f5,2024-06-21,CUST6527,Keyboard,8,1331.65,East,Debit Card
d2fbc930-6f7f-4502-8aa4-65b5f4095448,2024-01-06,CUST9921,Tablet,8,1188.93,East,PayPal
a552bac1-c295-48f0-a368-61de08b0630f,2024-05-16,CUST7139,Laptop,9,1434.54,North,Debit Card
ec6a12d1-6043-465f-9e9b-d11117770a48,2024-01-29,CUST9863,Charger,8,1063.95,North,Cash
ce2d66e8-3269-4aac-b944-f533cc11d6c0,2024-10-24,CUST7618,Charger,1,64.78,East,Cash
d5ce4405-6339-4b6c-b3ee-61f5059abca7,2024-06-19,CUST1512,Monitor,6,1627.55,Central,Cash
ffcab25b-05fe-4069-a53a-2f886c324aa2,2024-02-28,CUST6308,Tablet,8,130.84,South,Cash
610c223b-e448-4c03-a498-854ba58d4246,2024-01-27,CUST5140,Mouse,6,280.07,West,Debit Card
2e4ae572-efb2-4026-9264-4a98dab27363,2024-05-29,CUST1610,Keyboard,8,218.61,West,Debit Card
4ab6590b-0175-4c73-9323-a9f5f962a4f9,2024-05-15,CUST3121,Laptop,8,1266.17,East,PayPal
60286246-fc3c-424f-ae9d-c158fe02460d,2024-05-23,CUST4875,Headphones,6,1022.2,North,Credit Card
82e946f9-31eb-49f9-8c1a-c5ad4752dc07,2024-09-19,CUST2327,Webcam,3,1973.01,South,Cash
7f060045-c19b-4495-b4f6-1d6c03353aec,2024-02-14,CUST5847,Monitor,9,108.58,West,Debit Card
e4270d1f-4d6b-4e9c-abbd-58fc04abbe58,2024-01-29,CUST6031,Tablet,7,597.92,South,Debit Card
0a88b910-e8f6-41bd-963f-f8890532ed7b,2024-06-30,CUST1681,Keyboard,8,360.29,Central,Credit Card
e826b023-a0e2-41aa-95d8-aab3a9448cb3,2024-03-10,CUST5285,Charger,2,186.9,East,Debit Card
43e2a323-8825-468d-8a07-a6ebfefeaad0,2024-08-11,CUST7825,Keyboard,7,686.75,South,Cash
78f6e9ec-d23f-433f-929a-a7ba7ce870e5,2024-04-20,CUST4467,Laptop,10,758.67,South,PayPal
b793685c-098e-4cc4-980a-6eaaca3e9057,2024-06-13,CUST1158,Laptop,1,1655.49,East,Credit Card
c86c95e9-85e3-482b-b53d-dc5e54fd0adf,2024-10-18,CUST4968,Phone,4,659.22,East,Cash
16b9bd67-7653-425f-aaa9-562a2a1d24ed,2024-05-18,CUST6485,Tablet,4,994.37,East,PayPal
55102053-f949-47c3-ba0c-5beebbe4efc9,2024-05-27,CUST7909,Monitor,10,237.75,West,PayPal
c8fe16b6-59cd-44b4-9fd6-5a45da5bc07c,2024-09-08,CUST8495,Monitor,1,729.72,South,Cash
92ac876b-d1be-446f-8d8a-fbfcdff86bd7,2024-03-10,CUST1048,Laptop,7,465.45,East,PayPal
f29f2098-71a3-4d07-8b30-b78283d7831f,2024-10-11,CUST4641,Charger,9,813.35,West,Credit Card
cbf2a5ff-5f3c-476f-acb0-b4bdd313e941,2024-03-02,CUST6421,Headphones,8,1972.85,Central,Cash
3c35f760-7f1a-4c0d-bdad-c0f55736e6bf,2024-03-20,CUST9765,Mouse,3,117.91,Central,Credit Card
38fe63ce-5a33-4f70-8680-754482193d8c,2024-06-24,CUST9687,Monitor,9,633.18,West,Credit Card
d2e2e6e3-24ab-4339-ae08-c94b3f8dd744,2024-02-05,CUST4187,Headphones,6,369.5,Central,Credit Card
ae4ff121-cf40-4d5d-99e5-eb04741d6a9b,2024-07-28,CUST3166,Monitor,8,486.23,East,Credit Card
5711b02d-6c98-495e-961b-4a90ffaef22b,2024-08-28,CUST6967,Tablet,10,1372.44,West,PayPal
57866c07-3b4a-450a-b58b-986ac132a9af,2024-01-09,CUST5285,Tablet,9,642.18,West,Cash
